9.757690429687500000e-01,9.073253113785095803e-01,8.440691280439905908e-01,4.495909777008427755e-01
9.908599853515625000e-01,9.221683189200590158e-01,9.358878304613079679e-01,8.430345678598705206e-01
9.158081054687500222e-01,9.340767593979036887e-01,8.729997974478428402e-01,2.883807266836965200e-01
9.364135742187500444e-01,7.525114653854553248e-01,8.410678871090770947e-01,2.768674849606679311e-01
9.802124023437499556e-01,8.429520811472542841e-01,8.560518604031612799e-01,7.280786418885999423e-01
9.895629882812500000e-01,8.230834035383319813e-01,8.955087076076994057e-01,6.743542251464788029e-01
9.361724853515625000e-01,9.192315932300221260e-01,8.602265512747685472e-01,3.040930320645183205e-01
9.740586419753086700e-01,9.826741869026309750e-01,9.453812912239659694e-01,6.525045376928572116e-01
9.739379882812500000e-01,3.219129193433262204e-01,3.455938697318008401e-01,1.597529525604743650e-01
9.751080246913580440e-01,9.746800393797686590e-01,9.515528323421638124e-01,6.081616541932337583e-01
9.567283950617283539e-01,8.963713631905851908e-01,9.149426682036038150e-01,9.012613416803905153e-01
9.102416315672799962e-01,8.060082872928177045e-01,7.424300254452925740e-01,2.447611230636914659e-01
9.654235839843750000e-01,8.521906596051997962e-01,9.035990810856803224e-01,5.374924221516346190e-01
9.790802001953125000e-01,8.217001859050194756e-01,8.764308246958089077e-01,7.614741846389745383e-01
9.592206790123456450e-01,9.497868767760269115e-01,9.175648484659419957e-01,5.836135028441268302e-01
9.671783447265625000e-01,5.497076023391812560e-01,5.119128658951667132e-01,3.119038654509900255e-01
9.857330322265625000e-01,8.923734853884532914e-01,8.893098141351959418e-01,5.688477313179614026e-01
9.661265432098765649e-01,9.950755939524837945e-01,9.402704835505727443e-01,6.385159240790262425e-01
9.936981201171875000e-01,7.125658389766741374e-01,8.209796272214997526e-01,7.751931535991852806e-01
9.882812500000000000e-01,2.581047381546134889e-01,3.502538071065989800e-01,4.748497877608679474e-01
9.964904785156250000e-01,7.960288808664259808e-01,8.846539618856570364e-01,9.195632905763584386e-01
8.539235190097258510e-01,8.140594902118890586e-01,7.333212271622124856e-01,1.598279955932831731e-01
9.679783950617284471e-01,9.367580478414316847e-01,9.268129232505644133e-01,6.576980034977153444e-01
9.539384841918945312e-01,3.319003309104279209e-01,4.928653177794811713e-01,3.139144872172635048e-01
9.893493652343750000e-01,5.577427821522309426e-01,7.089241034195162827e-01,8.610645501790852308e-01
9.787282943725585938e-01,3.480457770044170784e-01,4.825666365091517140e-01,4.884770287128822885e-01
9.669647216796875000e-01,7.468186638388123466e-01,7.224003077317605603e-01,4.726866773329474469e-01
9.550170898437500000e-01,8.945399113082039833e-01,8.141001387312397641e-01,5.898168573652846636e-01
9.843292236328125000e-01,6.414068165337201144e-01,7.750273822562979698e-01,8.022874080783852779e-01
9.961041114058355461e-01,6.563972453787604300e-01,7.197933227344991414e-01,4.787830116956368620e-01
9.844360351562500000e-01,4.122497055359246043e-01,5.785123966942148366e-01,9.333865908929017685e-01
9.730224609375000000e-01,7.414829659318636912e-01,7.700312174817898203e-01,5.050275184387383876e-01
