9.700469970703125000e-01,9.412360688956433741e-01,7.910590739755188894e-01,3.763667212186245781e-01
9.904022216796875000e-01,9.601575167940699096e-01,9.294763986994057925e-01,8.075836051408880056e-01
9.072021484375000222e-01,9.346948758713464755e-01,8.578002244668911924e-01,3.069503941032215022e-01
9.173217773437499778e-01,6.935240205458756968e-01,8.026342629017687580e-01,2.537908324554641326e-01
9.804443359375000222e-01,8.778523489932885671e-01,8.510875627440043223e-01,7.391356667146586901e-01
9.938964843750000000e-01,9.409757761856021308e-01,9.323867478025692490e-01,7.822471602741450925e-01
9.203796386718750000e-01,9.511968981793661460e-01,8.122211026342306406e-01,3.960646763263456771e-01
9.604475308641975406e-01,9.949798826178435363e-01,9.131716240937732820e-01,7.041611170308808010e-01
9.954071044921875000e-01,9.227188081936685826e-01,8.681559351730180341e-01,4.036066297795812829e-01
9.625154320987654444e-01,9.863866329383570442e-01,9.242452594810378619e-01,6.566307369724277976e-01
9.435648148148148007e-01,9.003110270304934826e-01,8.847644556483378331e-01,7.931947711507842946e-01
9.468964752826424247e-01,9.237412076049864584e-01,8.470257671062295657e-01,3.973498999701948753e-01
9.694366455078125000e-01,9.542759521656114519e-01,9.045963324601096200e-01,5.998007797545026332e-01
9.868774414062500000e-01,9.520519262981574915e-01,9.136025718304199295e-01,8.576414998107565468e-01
9.434104938271604679e-01,9.528053615916347585e-01,8.810226793420071756e-01,6.363432564064629426e-01
9.931182861328125000e-01,9.299909665763324007e-01,9.012913110089735280e-01,6.132030223684129533e-01
9.826202392578125000e-01,9.358649789029536148e-01,8.538431926087515222e-01,5.732717705565750776e-01
9.444675925925926085e-01,9.985474295819123380e-01,8.978293891341690980e-01,6.216014697546765611e-01
9.956512451171875000e-01,8.141432456935630002e-01,8.630466122056703604e-01,7.919562782767184395e-01
9.978027343750000000e-01,7.718894009216590302e-01,8.230958230958231869e-01,8.556227598566308323e-01
9.973297119140625000e-01,8.565697091273821728e-01,9.070631970260223387e-01,9.549431510269841272e-01
8.572723253757736916e-01,8.828749365193916399e-01,7.189248013929697700e-01,2.331556595378168617e-01
9.525308641975308577e-01,9.399366519375904616e-01,8.865488879873123507e-01,6.015818491379051336e-01
8.132295608520507812e-01,1.105063567414197589e-01,1.988390216364149532e-01,4.883465718595403349e-02
9.952697753906250000e-01,7.675521821631878794e-01,8.392116182572614269e-01,8.626314287717130602e-01
8.687095642089843750e-01,8.675092482516320869e-02,1.594949692292663701e-01,1.209789515181966674e-01
9.823303222656250000e-01,9.558309501112169926e-01,8.385837747421243105e-01,5.539131016645368888e-01
9.474029541015625000e-01,9.296939619520264708e-01,7.653026486008034368e-01,5.315413084775839625e-01
9.962921142578125000e-01,9.060228452751817319e-01,9.349049022234128259e-01,8.141643937589492230e-01
9.964384394341291307e-01,7.144725370531822550e-01,7.177578278957740254e-01,5.837253097174511796e-01
9.964599609375000000e-01,7.634408602150537515e-01,8.595641646489103893e-01,9.612103588930910325e-01
9.826049804687500000e-01,9.049429657794676451e-01,8.336252189141855062e-01,5.606338943689690435e-01
9.639648437500000222e-01,9.327665140614780359e-01,8.285116765423491403e-01,6.307320405570804311e-01
9.025268554687500000e-01,9.660920474873962993e-01,7.881260364842453958e-01,4.763283615596859977e-01
9.326293945312500444e-01,8.752676201079043761e-01,8.810585978750459235e-01,2.807194794007068506e-01
9.878234863281250000e-01,9.374632425014702841e-01,9.229878401852924519e-01,7.726449406872849535e-01
9.560030864197530676e-01,9.377598510704312496e-01,9.138019652305365836e-01,7.929610508140170211e-01
8.598022460937500000e-01,8.809320950839226727e-01,7.826580625626856635e-01,3.096175519135274667e-01
9.041137695312500000e-01,9.443401058562403971e-01,6.377262769514585594e-01,3.435147615909886487e-01
