9.758605957031250000e-01,9.020178905762429311e-01,8.457187439048176048e-01,4.530733031494913465e-01
9.909362792968750000e-01,9.104875051208520809e-01,9.373681990721213220e-01,8.376425412581787189e-01
9.802398681640625000e-01,7.016706443914081381e-01,8.195121951219512813e-01,7.872685613947670857e-01
9.365386962890625000e-01,9.143481017116291687e-01,8.619235749145113257e-01,3.057914791387896791e-01
9.738888888888889150e-01,9.810030651082892739e-01,9.450952396404581624e-01,6.518150577446695237e-01
9.813995361328125000e-01,4.978485370051635162e-01,6.549674497594113465e-01,3.586442578111782020e-01
9.752546296296296102e-01,9.729497901540912208e-01,9.519384956614264093e-01,6.087686793217891301e-01
9.566898148148148540e-01,8.951345264904586596e-01,9.149944722933167629e-01,9.008220270695406207e-01
9.521613832853026427e-01,8.517302770668743195e-01,8.764527394515371217e-01,3.035406419858437954e-01
9.658966064453125000e-01,8.481542961030748007e-01,9.056763030175142282e-01,5.124479202159327729e-01
9.751281738281250000e-01,7.861290322580645196e-01,8.567410792757954585e-01,6.678736108358535040e-01
9.596296296296296102e-01,9.485712448973031563e-01,9.185731627602951033e-01,5.851554073201595818e-01
9.783630371093750000e-01,6.328324354975900512e-01,7.589255355321319341e-01,5.464102092014173628e-01
9.860687255859375000e-01,8.856413825098584658e-01,8.932038834951456785e-01,5.817777654843109270e-01
9.661033950617283761e-01,9.939939076958446140e-01,9.402889725571217383e-01,6.385640733253935553e-01
9.929809570312500000e-01,6.885007278020378596e-01,8.044217687074829426e-01,7.479567528361469320e-01
9.828033447265625000e-01,2.471225457007447390e-01,3.931071620893915042e-01,4.641287284144426928e-01
9.961547851562500000e-01,7.805309734513273812e-01,8.749999999999998890e-01,8.971700308076437924e-01
9.679629629629629139e-01,9.359453400234867271e-01,9.268421609049583010e-01,6.546008883438861892e-01
9.807281494140625000e-01,4.078635717669351068e-01,5.768844221105526859e-01,8.101107033971732818e-01
9.704742431640625000e-01,7.279860505666957415e-01,7.753917585606501239e-01,5.512764054177214934e-01
9.548797607421875000e-01,8.857375491925634226e-01,8.153144713009805589e-01,5.485566061601715449e-01
9.801635742187500000e-01,5.833059480775550920e-01,7.319587628865980022e-01,7.975435195679141387e-01
9.805297851562500000e-01,3.612224448897795592e-01,5.305371596762326059e-01,9.601275084430158646e-01
9.713439941406250000e-01,6.975228161668839411e-01,7.736804049168474195e-01,4.878443297982515414e-01
9.264373779296875000e-01,9.396127116928681966e-01,8.524469745661554798e-01,4.817355773066900326e-01
9.757690429687500000e-01,7.786375360339857776e-01,8.660141748228147307e-01,7.347269565929183122e-01
9.679706790123456805e-01,9.283432616765949774e-01,9.395505977952204324e-01,7.894569848644660270e-01
9.205932617187500000e-01,9.359134415314190880e-01,7.216814632581024513e-01,3.990284778668455323e-01
9.745483398437500000e-01,8.176802354095145109e-01,8.888444622151139285e-01,6.551653929579769331e-01
9.727854938271605079e-01,9.815488047808764716e-01,9.571784131609301083e-01,6.814802923260688816e-01
9.787292480468750000e-01,7.480605120248254858e-01,8.469477382520861353e-01,5.999101882470939673e-01
9.938354492187500000e-01,8.304517568321249099e-01,8.805440567711413369e-01,8.239540385639357867e-01
9.654235839843750000e-01,7.729482834831294946e-01,8.223859539112713390e-01,5.572227972814584041e-01
9.934997558593750000e-01,7.469175859831278519e-01,8.438416422287389196e-01,7.681869571936807972e-01
9.776000976562500000e-01,6.009316770186335921e-01,7.249906331959534711e-01,4.207621987249657303e-01
9.632098765432098864e-01,9.310315599129771469e-01,9.325333937061353051e-01,7.761454976582354837e-01
9.781867283950617109e-01,9.418177813670067788e-01,9.477844886500064181e-01,7.539707816108642824e-01
9.858856201171875000e-01,9.171309192200557403e-01,7.400955324529363555e-01,4.775877246446443292e-01
9.947814941406250000e-01,8.244620611551528588e-01,8.948985863552549880e-01,8.964302482806316696e-01
9.978332519531250000e-01,8.767820773930753431e-01,9.238197424892704568e-01,8.398506620771978293e-01
9.452560407891820171e-01,8.203379321035498828e-01,8.653893325338638531e-01,5.318299607715851751e-01
9.728395061728395410e-01,9.503224965795816770e-01,9.431028351598615966e-01,7.572697480415024884e-01
9.799804687500000000e-01,3.170089520800421501e-01,4.785373608903021325e-01,5.841205463921268493e-01
9.746246337890625000e-01,4.793745841650033368e-01,6.341034103410341238e-01,8.606263373040141662e-01
9.870147705078125000e-01,8.828125000000000000e-01,9.258258520003486147e-01,7.881845402003995193e-01
9.493132716049382802e-01,8.893541553771121544e-01,9.166169507876265055e-01,7.703537886156861525e-01
9.754333496093750000e-01,5.694483734087694149e-01,7.143364088005678125e-01,5.497934058312302641e-01
9.602813720703125000e-01,7.387030283811637510e-01,7.816458350809495359e-01,3.364968479988584837e-01
9.923706054687500000e-01,9.294733600246380956e-01,9.235006119951040260e-01,8.094098668585006928e-01
9.983825683593750000e-01,9.294320137693631301e-01,9.532215357458075911e-01,9.269034347403387608e-01
9.811248779296875000e-01,5.168084244633455171e-01,6.735286355238848666e-01,8.411043669358179153e-01
9.805755615234375000e-01,3.681541582150101299e-01,5.328440366972476694e-01,7.169907328489085740e-01
